question,pattern_id,slots_json
2024년 11월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""11"", ""part_number"": ""AG64EB1N"", ""year"": ""2024""}"
2024년 12월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""12"", ""part_number"": ""AG64EB1N"", ""year"": ""2024""}"
2024년 12월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""12"", ""part_number"": ""AG64EB1N"", ""year"": ""2024""}"
2024년 12월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""12"", ""part_number"": ""AG64EB1N"", ""year"": ""2024""}"
2025년 01월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""01"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 01월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""01"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 01월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""01"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 02월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""02"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 02월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""02"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 02월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""02"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 03월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""03"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 03월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""03"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 03월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""03"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 04월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""04"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 04월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""04"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 04월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""04"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 05월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""05"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 05월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""05"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 05월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""05"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 06월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""06"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 06월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""06"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 06월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""06"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 07월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""07"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 07월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""07"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 07월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""07"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 08월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""08"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 08월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""08"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 08월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""08"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 09월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""09"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 09월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""09"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 09월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""09"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 10월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""10"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 10월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""10"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 10월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""10"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 11월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""11"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 11월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""11"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 11월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""11"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 12월 AG64EB1N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""12"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 12월 AG64EB1N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""12"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2025년 12월 AG64EB1N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""12"", ""part_number"": ""AG64EB1N"", ""year"": ""2025""}"
2023년 01월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""01"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 01월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""01"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 01월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""01"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 02월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""02"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 02월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""02"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 02월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""02"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 03월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""03"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 03월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""03"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 03월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""03"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 04월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""04"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 04월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""04"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 04월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""04"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 05월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""05"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 05월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""05"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 05월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""05"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 06월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""06"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 06월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""06"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 06월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""06"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 07월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""07"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 07월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""07"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 07월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""07"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 08월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""08"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 08월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""08"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 08월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""08"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 09월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""09"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 09월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""09"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 09월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""09"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 10월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""10"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 10월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""10"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 10월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""10"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 11월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""11"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 11월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""11"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 11월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""11"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 12월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""12"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 12월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""12"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2023년 12월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""12"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2023""}"
2024년 01월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""01"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 01월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""01"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 01월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""01"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 02월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""02"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 02월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""02"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 02월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""02"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 03월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""03"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 03월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""03"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 03월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""03"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 04월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""04"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 04월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""04"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 04월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""04"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 05월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""05"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 05월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""05"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 05월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""05"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 06월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""06"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 06월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""06"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 06월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""06"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 07월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""07"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 07월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""07"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 07월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""07"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 08월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""08"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 08월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""08"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 08월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""08"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 09월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""09"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 09월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""09"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 09월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""09"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 10월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""10"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 10월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""10"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 10월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""10"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 11월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""11"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 11월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""11"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 11월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""11"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 12월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""12"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 12월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""12"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2024년 12월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""12"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2024""}"
2025년 01월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""01"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 01월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""01"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 01월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""01"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 02월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""02"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 02월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""02"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 02월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""02"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 03월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""03"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 03월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""03"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 03월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""03"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 04월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""04"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 04월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""04"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 04월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""04"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 05월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""05"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 05월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""05"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 05월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""05"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 06월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""06"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 06월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""06"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 06월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""06"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 07월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""07"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 07월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""07"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 07월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""07"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 08월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""08"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 08월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""08"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 08월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""08"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 09월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""09"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 09월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""09"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 09월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""09"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 10월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""10"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 10월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""10"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 10월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""10"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 11월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""11"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 11월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""11"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 11월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""11"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 12월 EP1C4F400C7N의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""12"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 12월 EP1C4F400C7N의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""12"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2025년 12월 EP1C4F400C7N의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""12"", ""part_number"": ""EP1C4F400C7N"", ""year"": ""2025""}"
2023년 01월 AGS756KCA-050B-PFF-T의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""01"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 01월 AGS756KCA-050B-PFF-T의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""01"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 01월 AGS756KCA-050B-PFF-T의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""01"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 02월 AGS756KCA-050B-PFF-T의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""02"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 02월 AGS756KCA-050B-PFF-T의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""02"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 02월 AGS756KCA-050B-PFF-T의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""02"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 03월 AGS756KCA-050B-PFF-T의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""03"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 03월 AGS756KCA-050B-PFF-T의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""03"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 03월 AGS756KCA-050B-PFF-T의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""03"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 04월 AGS756KCA-050B-PFF-T의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""04"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 04월 AGS756KCA-050B-PFF-T의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""04"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 04월 AGS756KCA-050B-PFF-T의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""04"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 05월 AGS756KCA-050B-PFF-T의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""05"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 05월 AGS756KCA-050B-PFF-T의 구매 금액은?,PAT_61690f3d1b21,"{""month"": ""05"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 05월 AGS756KCA-050B-PFF-T의 월 순이익은?,PAT_2c68e6c62157,"{""month"": ""05"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
2023년 06월 AGS756KCA-050B-PFF-T의 판매 금액은?,PAT_712c7e1af9f4,"{""month"": ""06"", ""part_number"": ""AGS756KCA-050B-PFF-T"", ""year"": ""2023""}"
